sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19
3181.59,2512.77,2171.8556,1156.6018,1.4025,100.0,100.1367,0.1243,1.4496,0.0022,0.0008,0.9544,202.1452,0.0,9.1265,412.6262,9.9153,0.9685,192.2299,12.4694
3028.5,2486.53,2236.1111,1546.5931,2.03,100.0,90.4233,0.1224,1.4051,-0.0204,0.0007,0.9639,198.1554,0.0,8.9074,401.3528,9.9038,0.9712,188.2516,12.6278
3011.82,2446.49,2164.3666,958.7313,1.3409,100.0,104.1344,0.1248,1.4018,-0.0187,0.0009,0.9607,199.5437,0.0,12.4204,412.72,9.9515,0.9685,189.5922,12.4018
3022.33,2357.09,2221.3667,2490.6947,1.2667,100.0,88.6578,0.122,1.3439,0.0055,0.0,0.9786,198.8501,0.0,5.8585,400.4448,9.7233,0.9814,189.1268,12.5027
2929.54,2501.54,2173.2778,1116.295,0.8525,100.0,103.82,0.1237,1.4115,-0.0318,0.0,0.9665,201.0047,0.0,4.7431,396.5091,10.0501,0.9713,190.9546,12.3535
3118.54,2519.92,2201.6333,1554.3362,2.1917,100.0,97.3978,0.1233,1.5492,0.0102,-0.0056,0.9728,197.5059,0.0,6.4474,400.173,10.4739,0.9795,187.0321,12.4933
2916.18,2514.38,2167.0889,1253.214,1.3679,100.0,101.6667,0.1243,1.463,-0.0293,-0.0005,0.9757,201.9162,0.0,6.5963,403.0856,9.9142,0.9779,192.0019,12.5808
2995.33,2405.19,2199.6556,1140.3983,1.3369,100.0,103.0967,0.1227,1.3823,0.0079,0.0102,0.9797,198.9791,0.0,5.7562,408.9995,9.6661,0.9819,189.313,12.6149
3185.69,2537.68,2173.2778,1116.295,0.8525,100.0,103.82,0.1237,1.4653,-0.0204,0.0038,0.9772,202.6309,0.0,5.5141,409.5385,9.9374,0.9791,192.6935,12.5276
2971.64,2525.84,2236.1111,1546.5931,2.03,100.0,90.4233,0.1224,1.3453,-0.0072,-0.0082,0.9725,198.3725,0.0,10.9736,400.222,9.9426,0.977,188.4299,12.6149
2958.99,2459.56,2191.8445,1093.0818,0.8725,100.0,101.4244,0.1229,1.4346,0.0062,-0.0107,0.9696,202.1511,0.0,9.0629,396.9192,9.6623,0.9698,192.4888,12.6278
3028.08,2525.56,2173.2778,1116.295,0.8525,100.0,103.82,0.1237,1.3697,-0.0085,-0.0114,0.9694,198.7938,0.0,11.7457,410.9405,9.4578,0.971,189.336,12.5967
2988.41,2598.77,2173.2778,1116.295,0.8525,100.0,103.82,0.1237,1.3858,-0.0053,0.0054,0.9668,202.0977,0.0,9.8935,401.2945,9.4463,0.9671,192.6515,12.4729
2970.86,2510.19,2236.1111,1546.5931,2.03,100.0,90.4233,0.1224,1.3582,-0.0364,0.0032,0.9628,199.4587,0.0,9.8188,404.3574,9.9355,0.9701,189.5231,12.5967
2914.04,2487.1,2238.1444,1580.6951,1.0062,100.0,91.0489,0.123,1.4778,0.0095,0.0016,0.9641,201.5556,0.0,5.9385,399.996,9.9364,0.9693,191.6192,12.4647
2889.78,2434.42,2211.4,1511.7842,1.3004,100.0,97.47,0.1237,1.4596,-0.0016,0.0284,0.9686,198.087,0.0,6.8766,412.5097,9.8516,0.973,188.2354,12.3535
3133.75,2673.38,2173.2778,1116.295,0.8525,100.0,103.82,0.1237,1.3956,-0.0075,0.0079,0.9646,202.5238,0.0,5.7745,410.7145,10.086,0.9699,192.4377,12.4455
3190.78,2424.11,2191.2111,1437.5003,2.2073,100.0,97.6444,0.1235,1.3873,-0.0135,-0.0086,0.9758,199.4115,0.0,6.7134,418.758,10.0656,0.9769,189.3459,12.4933
2953.63,2384.04,2191.2111,1437.5003,2.2073,100.0,97.6444,0.1235,1.3584,-0.0024,-0.0048,0.9752,199.4944,0.0,6.7114,419.9051,10.0426,0.9767,189.4517,12.4933
3182.87,2467.44,2162.1333,998.9095,0.8826,100.0,104.9722,0.1246,1.4248,0.0101,-0.0009,0.9773,201.8366,0.0,12.3771,412.0583,9.4151,0.9777,192.4215,12.6122
2982.67,2541.55,2173.4889,1145.797,0.9402,100.0,104.0556,0.1247,1.3762,-0.0206,-0.0104,0.9792,197.9422,0.0,9.0685,397.0925,9.5181,0.9787,188.4241,12.5718
2983.73,2459.87,2162.1333,998.9095,0.8826,100.0,104.9722,0.1246,1.3897,-0.0091,-0.0024,0.9635,202.3476,0.0,5.7019,420.2199,9.9792,0.97,192.3685,12.498
3110.08,2507.57,2208.9778,1285.2144,2.421,100.0,97.84,0.1238,1.3857,-0.0088,-0.0032,0.9618,198.9654,0.0,5.8801,411.6597,10.308,0.9732,188.6574,12.5204
3028.4,2485.82,2173.4889,1145.797,0.9402,100.0,104.0556,0.1247,1.3089,0.0016,-0.0123,0.9774,197.7262,0.0,9.9245,403.3962,9.9392,0.9794,187.787,12.5276
2987.39,2548.79,2173.2778,1116.295,0.8525,100.0,103.82,0.1237,1.4352,-0.0113,-0.0282,0.9645,203.0811,0.0,4.9651,398.8057,9.9967,0.9701,193.0844,12.3535
3225.54,2500.38,2211.4,1511.7842,1.3004,100.0,97.47,0.1237,1.3671,-0.0197,0.0056,0.9638,197.6525,0.0,11.9039,404.9175,9.9475,0.9707,187.7049,12.4018
3033.78,2412.91,2226.4667,1591.2235,2.1717,100.0,90.3111,0.1219,1.5132,-0.0217,0.008,0.9773,197.4805,0.0,9.4057,401.848,9.5119,0.9768,187.9686,12.5718
3036.15,2477.25,2208.9778,1285.2144,2.421,100.0,97.84,0.1238,1.4953,-0.027,0.0033,0.9684,195.9529,0.0,10.3421,411.839,9.5345,0.9752,186.4184,12.4276
3062.36,2396.64,2173.2778,1116.295,0.8525,100.0,103.82,0.1237,1.4028,-0.0108,-0.0033,0.9679,199.123,0.0,5.4697,402.7866,10.1365,0.9695,188.9865,12.4647
3024.55,2423.98,2255.5222,1763.0739,1.2226,100.0,101.5878,0.12,1.5666,-0.0115,0.0084,0.9653,202.5108,0.0,4.7099,389.4671,9.7392,0.9676,192.7716,12.4694
2831.18,2579.49,2200.1222,1478.2288,2.2079,100.0,97.7778,0.1233,1.503,-0.0061,0.0009,0.9761,197.8782,0.0,4.7662,409.3016,10.0658,0.9799,187.8124,12.5294
3043.08,2484.43,2209.8,1175.5508,1.1464,100.0,112.1367,0.1227,1.4639,-0.0123,-0.0173,0.9596,202.3047,0.0,7.9638,403.9927,9.8134,0.9676,192.4913,12.5004
3021.37,2523.94,2209.1,1244.9641,1.3724,100.0,107.3156,0.1238,1.4794,-0.0019,-0.0014,0.9559,198.2084,0.0,8.5854,403.8911,9.6667,0.9608,188.5417,12.4245
3040.17,2582.12,2209.8,1175.5508,1.1464,100.0,112.1367,0.1227,1.4732,-0.0175,-0.0096,0.9727,202.7681,0.0,10.333,406.8952,9.8427,0.9772,192.9254,12.5592
2999.28,2517.11,2209.1,1244.9641,1.3724,100.0,107.3156,0.1238,1.4711,0.0013,-0.002,0.9667,198.7356,0.0,10.7032,410.9834,9.738,0.9695,188.9975,12.5004
3092.74,2524.88,2209.8,1175.5508,1.1464,100.0,112.1367,0.1227,1.4204,-0.0059,-0.0125,0.9628,203.4661,0.0,8.2899,405.4749,9.7831,0.9697,193.683,12.5004
3750.670763065064,2465.32,2191.8445,1093.0818,0.8725,100.0,101.4244,0.1229,1.5456,-0.0108,0.0094,0.9594,202.7898,0.0,4.4773,418.7175,10.3182,0.9736,192.4716,12.499
2983.17,2488.94,2208.9778,1285.2144,2.421,100.0,97.84,0.1238,1.4617,0.0043,0.0098,0.9629,198.4959,0.0,7.2314,411.5534,10.2112,0.9706,188.2847,12.4455
3057.69,2464.86,2164.2667,711.0258,1.2884,100.0,129.2522,0.1252,1.3578,-0.0065,0.0004,0.973,197.8748,0.0,6.0626,415.4815,10.0453,0.9801,187.8295,12.5276
2961.37,2497.33,2203.1667,1312.9527,0.9448,100.0,96.3311,0.1227,1.5958,0.0112,0.0024,0.9618,199.0591,0.0,3.1045,406.7501,9.799,0.9688,189.2601,12.6278
2927.71,2525.39,2199.6556,1140.3983,1.3369,100.0,103.0967,0.1227,1.4052,-0.0157,-0.0095,0.9761,199.6863,0.0,5.2695,414.1132,9.9273,0.9798,189.759,12.5808
2865.0,2538.76,2197.2001,1710.278,2.2328,100.0,96.6233,0.1229,1.3943,0.0076,0.0259,0.9653,200.3689,0.0,7.3574,410.316,9.7594,0.9712,190.6095,12.5967
3050.96,2576.98,2206.7999,1415.2378,0.9778,100.0,97.3911,0.122,1.4544,0.0071,0.003,0.9641,200.2759,0.0,12.3758,419.3586,10.0759,0.9735,190.2,12.4357
2999.19,2429.47,2200.1222,1478.2288,2.2079,100.0,97.7778,0.1233,1.4915,-0.0176,0.0054,0.9621,197.7843,0.0,4.3205,404.0777,10.0493,0.9704,187.7349,12.7739
3040.48,2486.23,2191.6445,1215.849,1.6211,100.0,96.4644,0.1239,1.4133,0.0137,-0.0132,0.9731,199.1695,0.0,9.3792,413.1147,10.1402,0.9799,189.0293,12.5492
3007.39,2504.01,2209.8,1175.5508,1.1464,100.0,112.1367,0.1227,1.5456,-0.0051,0.0062,0.9664,202.6079,0.0,9.9345,407.3567,9.6269,0.9688,192.981,12.5004
3018.78,2520.88,2202.4556,1199.9759,2.5874,100.0,110.9933,0.1229,1.524,-0.0091,0.0064,0.9632,199.6372,0.0,11.0959,422.0823,10.1418,0.9742,189.4954,12.5004
2939.94,2485.47,2203.1667,1312.9527,0.9448,100.0,96.3311,0.1227,1.5036,0.0035,-0.0028,0.9634,200.2828,0.0,12.0825,413.7381,10.1755,0.9729,190.1073,12.6198
2971.13,2493.56,2202.4556,1199.9759,2.5874,100.0,110.9933,0.1229,1.4711,-0.0133,0.0001,0.9628,199.9373,0.0,9.9958,411.2799,10.2248,0.9742,189.7125,12.5004
2889.7,2583.05,2202.4556,1199.9759,2.5874,100.0,110.9933,0.1229,1.6147,-0.0057,0.0084,0.9603,199.9366,0.0,8.9403,406.3012,10.2047,0.9727,189.7319,12.5004
3202.9,2551.06,2203.1667,1312.9527,0.9448,100.0,96.3311,0.1227,1.5305,0.0141,0.0187,0.975,199.4729,0.0,4.227,411.7083,9.7734,0.9783,189.6994,12.6149
3154.54,2450.89,2203.1667,1312.9527,0.9448,100.0,96.3311,0.1227,1.3979,0.0187,0.0196,0.9756,199.9283,0.0,6.2035,411.8003,9.7715,0.9788,190.1568,12.7051
3020.7,2563.19,2164.2667,711.0258,1.2884,100.0,129.2522,0.1252,1.3571,-0.0165,-0.0007,0.9805,198.8838,0.0,7.741,423.9069,10.1475,0.9821,188.7363,12.6149
3089.26,2414.63,2209.8,1175.5508,1.1464,100.0,112.1367,0.1227,1.3557,0.0024,-0.005,0.9616,201.7637,0.0,8.2116,419.7051,9.7254,0.9693,192.0383,12.5847
2951.06,2503.18,2228.4778,1721.1108,1.4301,100.0,93.6222,0.1221,1.3841,-0.0264,0.0064,0.9674,198.8274,0.0,6.3494,415.5986,9.8259,0.9735,189.0015,12.5967
3006.75,2415.79,2206.7999,1415.2378,0.9778,100.0,97.3911,0.122,1.4477,0.0093,0.0079,0.9669,199.0776,0.0,6.2294,408.5143,9.7403,0.9726,189.3372,12.4694
3054.01,2537.39,2209.1,1244.9641,1.3724,100.0,107.3156,0.1238,1.5418,0.002,0.002,0.9762,197.9401,0.0,9.918,408.6845,9.6853,0.9768,188.2548,12.5492
2982.27,2449.21,2164.2667,711.0258,1.2884,100.0,129.2522,0.1252,1.3642,-0.0032,-0.0035,0.9622,202.6578,0.0,5.3617,410.6106,10.0607,0.9703,192.5971,12.4455
2851.68,2503.48,2162.1333,998.9095,0.8826,100.0,104.9722,0.1246,1.5095,0.0097,-0.0053,0.9728,199.3982,0.0,9.0636,412.9599,9.9111,0.9767,189.4871,12.4992
2870.13,2563.64,2209.1,1244.9641,1.3724,100.0,107.3156,0.1238,1.5761,-0.0022,-0.0069,0.9677,200.1536,0.0,6.9525,405.56,10.0076,0.9737,190.146,12.5439
3054.34,2473.14,2162.1333,998.9095,0.8826,100.0,104.9722,0.1246,1.3464,0.014,-0.0122,0.9681,199.9644,0.0,9.9062,418.3587,9.9217,0.973,190.0427,12.4992
2848.46,2588.74,2164.3666,958.7313,1.3409,100.0,104.1344,0.1248,1.5559,-0.0096,0.0028,0.978,198.5676,0.0,4.802,412.7689,10.1278,0.9781,188.4398,12.4716
3014.42,2440.56,2224.1889,997.7953,1112.16,100.0,86.1644,,1.4347,0.0006,0.0084,0.9625,200.0451,0.0,7.2846,411.8884,9.9855,0.9698,190.0595,12.4694
3011.77,2462.34,2211.4,1511.7842,1.3004,100.0,97.47,0.1237,1.3984,-0.0028,-0.0059,0.9669,197.7569,0.0,4.7356,397.101,9.953,0.9718,187.8039,12.3841
2941.26,2532.78,2209.1,1244.9641,1.3724,100.0,107.3156,0.1238,1.4745,-0.0132,0.0054,0.9697,203.4507,0.0,8.4701,408.6597,9.9879,0.9744,193.4628,12.5204
3045.07,2414.43,2203.1667,1312.9527,0.9448,100.0,96.3311,0.1227,1.4317,0.0082,0.0168,0.966,201.0823,0.0,13.0658,414.4153,9.4762,0.9675,191.6062,9.8773
3282.87,2419.55,2189.6778,1295.2883,2.1394,100.0,107.4811,0.1238,1.5675,-0.001,0.0099,0.9416,202.2826,0.0,7.8755,410.7484,9.6004,0.9482,192.6822,12.4245
3014.85,2453.45,2189.6778,1295.2883,2.1394,100.0,107.4811,0.1238,1.4214,0.007,0.0192,0.9718,200.8429,0.0,6.87,400.3847,9.975,0.976,190.8679,12.5204
2918.56,2568.55,2189.6778,1295.2883,2.1394,100.0,107.4811,0.1238,1.529,0.0014,0.0014,0.969,203.1072,0.0,10.2441,405.5495,9.6825,0.9696,193.4247,12.5237
2908.11,2535.93,2208.9,934.7558,1.9469,100.0,119.3544,0.1222,1.3636,0.0191,0.004,0.9731,198.5354,0.0,11.1285,408.5619,10.1229,0.98,188.4124,12.6145
2986.79,2527.32,2189.6778,1295.2883,2.1394,100.0,107.4811,0.1238,1.4418,0.0076,0.0123,0.9683,202.2717,0.0,12.2063,416.2901,9.6721,0.9693,192.5996,12.5243
3339.93,2839.46,2189.6778,1295.2883,2.1394,100.0,107.4811,0.1238,1.5029,-0.0036,0.0052,0.9637,203.6226,0.0,8.869,419.6149,9.6372,0.9659,193.9854,12.4455
3038.53,2474.55,2205.2555,1412.7131,0.9785,100.0,95.2556,0.1216,1.4245,0.0021,0.0018,0.9672,196.3934,0.0,8.6325,423.931,9.9104,0.9732,186.483,9.8773
2942.21,2459.02,2210.8556,1665.0062,2.4475,100.0,97.1056,0.1227,1.5257,-0.0009,0.0039,0.9735,203.3852,0.0,8.0673,408.5924,9.5209,0.9749,193.8643,12.5039
2974.65,2545.4,2210.8556,1665.0062,2.4475,100.0,97.1056,0.1227,1.5986,-0.0048,-0.0027,0.9484,202.459,0.0,8.5997,404.9947,9.5597,0.9539,192.8993,12.4361
2992.34,2512.63,2236.1111,1546.5931,2.03,100.0,90.4233,0.1224,1.4564,-0.0182,-0.0095,0.9574,202.4944,0.0,10.4259,416.1481,10.2424,0.9706,192.2521,12.6278
3212.7,2472.92,2210.8556,1665.0062,2.4475,100.0,97.1056,0.1227,1.5757,-0.0037,0.0039,0.9741,202.928,0.0,9.4855,420.1899,9.5272,0.9753,193.4008,12.5039
2912.24,2438.17,2203.1667,1312.9527,0.9448,100.0,96.3311,0.1227,1.4656,0.004,-0.0064,0.9647,199.7777,0.0,3.5814,405.4611,9.8327,0.9713,189.945,9.8773
2990.66,2535.43,2213.2889,1346.8352,1112.0769,100.0,85.45,,1.4959,0.0007,-0.0135,0.9656,200.4503,0.0,8.027,415.2904,9.9442,0.9723,190.5062,12.4839
2907.65,2516.34,2208.9,934.7558,1.9469,100.0,119.3544,0.1222,1.6193,-0.0127,-0.0164,0.9558,201.5794,0.0,7.9645,409.0983,10.2286,0.9695,191.3508,12.4455
2965.41,2577.39,2210.8556,1665.0062,2.4475,100.0,97.1056,0.1227,1.548,0.0007,0.0039,0.9717,195.9429,0.0,8.7587,415.8832,9.8053,0.976,186.1376,12.7051
3023.56,2555.88,2205.2555,1412.7131,0.9785,100.0,95.2556,0.1216,1.5407,-0.0073,0.0108,0.9465,196.7655,0.0,8.5741,415.5115,9.743,0.9578,187.0225,12.4361
3224.1,2410.53,2208.9778,1285.2144,2.421,100.0,97.84,0.1238,1.4115,0.0062,-0.0007,0.9571,197.0336,0.0,5.8563,421.1243,10.1587,0.9657,186.8749,12.6149
3193.53,2587.86,2162.1333,998.9095,0.8826,100.0,104.9722,0.1246,1.461,-0.0154,-0.005,0.9746,202.4111,0.0,5.6064,412.9307,9.9604,0.978,192.4507,12.5294
3033.52,2461.08,2203.1667,1312.9527,0.9448,100.0,96.3311,0.1227,1.4323,0.0145,-0.0137,0.9673,199.0742,0.0,8.0052,406.5169,9.9738,0.97,189.1004,12.5204
3188.42,2565.93,2208.9,934.7558,1.9469,100.0,119.3544,0.1222,1.4984,0.0163,0.0191,0.9655,201.6518,0.0,13.1133,419.4913,9.6309,0.9669,192.0209,12.4614
3177.96,2369.84,2162.1333,998.9095,0.8826,100.0,104.9722,0.1246,1.3719,0.0048,0.0089,0.9753,200.9239,0.0,6.0388,410.3935,9.8665,0.9786,191.0574,12.5276
3266.55,2425.3,2211.4,1511.7842,1.3004,100.0,97.47,0.1237,1.4321,-0.0076,-0.0123,0.9697,193.2403,0.0,9.4381,409.1402,9.7386,0.9739,183.5017,12.3841
2996.01,2541.13,2205.2555,1412.7131,0.9785,100.0,95.2556,0.1216,1.5507,-0.0077,0.004,0.9726,195.2737,0.0,8.8862,412.0421,9.7499,0.9767,185.5238,12.5492
3001.56,2506.62,2223.0444,1194.5986,1.2016,100.0,112.5811,0.1229,1.4004,-0.0079,-0.0075,0.9675,200.0484,0.0,9.5368,420.4215,9.9325,0.9731,190.1158,9.8773
3045.48,2408.85,2223.0444,1194.5986,1.2016,100.0,112.5811,0.1229,1.3838,-0.0125,0.0073,0.9726,198.9455,0.0,8.3054,412.2097,9.9632,0.9773,188.9823,12.5204
2971.75,2566.3,2206.4,982.5452,1.1853,100.0,116.8167,0.1228,1.584,-0.0058,0.0065,0.9763,199.6054,0.0,9.9972,420.8836,9.8721,0.9796,189.7334,12.5039
2983.98,2744.54,2212.3,1807.5841,0.9816,100.0,92.37,0.1212,1.3909,-0.0132,0.0099,0.9782,199.0477,0.0,10.5207,421.4226,10.0036,0.9812,189.0441,12.5294
3039.64,2529.79,2223.0444,1194.5986,1.2016,100.0,112.5811,0.1229,1.5576,-0.0098,0.0105,0.9772,203.5591,0.0,8.7182,414.2112,9.8497,0.9771,193.7094,12.5165
2908.47,2551.78,2223.0444,1194.5986,1.2016,100.0,112.5811,0.1229,1.5714,0.0076,0.0196,0.9777,198.2412,0.0,6.7802,404.753,9.7751,0.9789,188.466,12.5722
2915.54,2496.52,2210.8556,1665.0062,2.4475,100.0,97.1056,0.1227,1.5656,-0.0027,0.0092,0.9771,203.0203,0.0,9.9235,419.7956,9.8216,0.9772,193.1988,12.5039
2997.45,2555.01,2206.4,982.5452,1.1853,100.0,116.8167,0.1228,1.4319,0.0043,0.0123,0.977,198.6422,0.0,8.9192,417.5505,10.055,0.9801,188.5872,12.6012
2990.85,2472.74,2223.0444,1194.5986,1.2016,100.0,112.5811,0.1229,1.3533,0.0013,0.0064,0.9612,201.9929,0.0,7.7739,401.5005,9.642,0.9712,192.3509,12.4276
3029.98,2532.34,2206.4,982.5452,1.1853,100.0,116.8167,0.1228,1.5139,-0.0127,0.0007,0.966,202.5718,0.0,7.9824,408.366,9.6658,0.9684,192.906,12.5439
3033.51,2556.35,2207.9555,1283.4368,1.8467,100.0,95.4022,0.1216,1.512,-0.0124,0.009,0.9561,201.0549,0.0,7.7847,405.2342,9.6481,0.9678,191.4068,12.2747
3034.5,2406.11,2183.5889,1108.6491,1.3963,100.0,104.0856,0.1233,1.5171,-0.0292,-0.0071,0.9723,199.9541,0.0,8.5012,411.1901,10.0882,0.9781,189.8659,12.4804
3058.46,2467.73,2228.4778,1721.1108,1.4301,100.0,93.6222,0.1221,1.4854,0.007,0.0019,0.9742,197.3004,0.0,8.8398,408.1066,10.0823,0.9803,187.218,12.5294
2964.69,2474.97,2212.3,1807.5841,0.9816,100.0,92.37,0.1212,1.4424,-0.0242,0.005,0.9776,198.9222,0.0,7.7344,405.8248,9.7899,0.9789,189.1323,12.5492
2909.43,2534.49,2223.0444,1194.5986,1.2016,100.0,112.5811,0.1229,1.3702,-0.0118,0.0067,0.9747,201.0915,0.0,7.0063,408.4523,9.9994,0.9778,191.0921,12.5351
3014.42,2442.51,2212.3,1807.5841,0.9816,100.0,92.37,0.1212,1.4159,-0.0068,-0.0073,0.9711,202.1607,0.0,8.2841,416.767,9.4764,0.9743,192.6844,12.7051
2997.84,2449.85,2223.0444,1194.5986,1.2016,100.0,112.5811,0.1229,1.4931,-0.0106,0.0015,0.9737,203.4768,0.0,8.3756,412.8557,9.4928,0.9761,193.984,12.5039
2873.83,2540.17,2223.0444,1194.5986,1.2016,100.0,112.5811,0.1229,1.5267,-0.0067,-0.0034,0.9625,202.9662,0.0,8.3567,407.1025,9.4661,0.9681,193.5001,12.5439
3001.74,2446.55,2207.9555,1283.4368,1.8467,100.0,95.4022,0.1216,1.3997,0.0008,0.0043,0.9746,199.5133,0.0,12.2262,425.2795,9.8291,0.9782,189.6842,12.6012
3057.49,2584.52,2207.9555,1283.4368,1.8467,100.0,95.4022,0.1216,1.322,0.0145,0.0141,0.9543,199.4882,0.0,11.355,427.4985,9.7936,0.9636,189.6947,12.3808
2910.77,2529.9,2212.3,1807.5841,0.9816,100.0,92.37,0.1212,1.5021,-0.0108,-0.0032,0.9746,202.2554,0.0,8.4422,415.4115,9.7628,0.9751,192.4926,12.6012
2985.31,2584.24,2209.6667,1586.6088,1.6782,100.0,89.7222,0.1213,1.4753,-0.0038,0.009,0.9589,198.3968,0.0,11.4067,423.6798,9.8501,0.967,188.5466,12.2747
3020.62,2483.2,2206.4,982.5452,1.1853,100.0,116.8167,0.1228,1.3985,-0.0297,0.0005,0.9756,199.3555,0.0,7.4135,407.0664,9.7807,0.9766,189.5748,12.6012
3019.44,2494.33,2231.0555,1303.5386,0.9751,100.0,95.7878,0.1198,1.4001,-0.0156,0.0048,0.962,197.5841,0.0,9.8643,424.6367,9.8657,0.9689,187.7183,12.4363
3185.63,2386.26,2209.6667,1586.6088,1.6782,100.0,89.7222,0.1213,1.3601,-0.0077,0.017,0.9785,194.7158,0.0,8.4588,413.0881,9.2607,0.9783,185.4552,12.5078
3029.94,2517.44,2206.4,982.5452,1.1853,100.0,116.8167,0.1228,1.4148,-0.012,0.0022,0.9756,199.9404,0.0,13.5128,423.6629,9.882,0.9791,190.0585,12.5492
3117.3,2527.68,2212.3,1807.5841,0.9816,100.0,92.37,0.1212,1.3914,-0.0072,0.0,0.9637,201.9062,0.0,7.6071,411.367,9.7217,0.9668,192.1845,12.5439
3084.17,2451.85,2231.0555,1303.5386,0.9751,100.0,95.7878,0.1198,1.5337,-0.0281,0.0075,0.974,198.7341,0.0,7.4507,403.9663,10.1254,0.9778,188.6087,12.7051
3005.9,2534.68,2231.0555,1303.5386,0.9751,100.0,95.7878,0.1198,1.5664,-0.035,0.017,0.9585,198.9829,0.0,10.3404,424.4315,9.8089,0.9668,189.174,12.2747
3024.48,2538.13,2207.9555,1283.4368,1.8467,100.0,95.4022,0.1216,1.4288,-0.0063,0.0012,0.9595,199.2828,0.0,10.8438,424.9858,9.7882,0.968,189.4946,12.2937
2981.72,2580.44,2207.9555,1283.4368,1.8467,100.0,95.4022,0.1216,1.4458,-0.0108,0.0128,0.9665,194.0109,0.0,10.95,428.1874,9.2498,0.9686,184.7611,12.4363
3001.9,2465.51,2223.0444,1194.5986,1.2016,100.0,112.5811,0.1229,1.4201,-0.0182,0.0055,0.9767,203.265,0.0,10.2173,429.982,9.6149,0.9765,193.6501,12.5165
3016.46,2559.42,2167.0889,1253.214,1.3679,100.0,101.6667,0.1243,1.4093,-0.0041,0.0094,0.9612,203.3349,0.0,9.1535,411.7288,9.4295,0.9706,193.9053,12.5967
3163.86,2470.6,2211.4,1511.7842,1.3004,100.0,97.47,0.1237,1.4362,-0.0034,-0.007,0.9648,197.9805,0.0,10.3963,404.7285,9.9074,0.9696,188.0731,12.4694
2988.39,2493.72,2206.4,982.5452,1.1853,100.0,116.8167,0.1228,1.5279,-0.0094,0.0001,0.9672,199.9316,0.0,9.7716,423.2861,9.9888,0.9731,189.9429,12.4276
3013.32,2538.52,2231.0555,1303.5386,0.9751,100.0,95.7878,0.1198,1.3717,0.0059,0.0011,0.974,197.8315,0.0,11.8035,414.0166,10.233,0.9807,187.5985,12.5165
2886.03,2499.46,2231.0555,1303.5386,0.9751,100.0,95.7878,0.1198,1.4685,0.0057,-0.0007,0.9731,197.9636,0.0,12.1794,422.9974,10.237,0.9802,187.7266,12.6082
2916.12,2806.91,2231.0555,1303.5386,0.9751,100.0,95.7878,0.1198,1.4888,-0.0128,-0.0141,0.9685,203.5542,0.0,9.6107,409.2625,10.0962,0.9771,193.4579,12.4933
3103.67,2424.95,2209.4667,1556.393,1.4884,100.0,95.1156,0.1206,1.4022,-0.0058,-0.0039,0.9698,198.5998,0.0,11.2707,423.3311,9.9772,0.9748,188.6226,12.5237
3222.84,2508.03,2207.9555,1283.4368,1.8467,100.0,95.4022,0.1216,1.5111,-0.0106,0.0101,0.9742,203.0182,0.0,12.1227,427.7493,9.3448,0.9763,193.6734,12.6012
2979.93,2525.74,2206.9667,1314.6277,1.5512,100.0,97.17,0.1216,1.4441,-0.0129,0.0002,0.9604,198.4396,0.0,12.6161,418.624,10.1003,0.9724,188.3393,12.4363
2881.1,2493.03,2209.6667,1586.6088,1.6782,100.0,89.7222,0.1213,1.3663,-0.0091,-0.002,0.9629,201.8951,0.0,11.0992,410.8765,9.7642,0.965,192.131,12.2747
2945.78,2457.48,2209.4667,1556.393,1.4884,100.0,95.1156,0.1206,1.4386,-0.0125,-0.0015,0.9654,198.2898,0.0,7.3558,403.6575,10.1558,0.9724,188.1341,12.5439
2996.28,2581.64,2212.3,1807.5841,0.9816,100.0,92.37,0.1212,1.3058,-0.0097,0.0073,0.9627,203.8864,0.0,9.574,410.8258,10.0357,0.9737,193.8507,9.8773
3062.34,2594.52,2209.4667,1556.393,1.4884,100.0,95.1156,0.1206,1.4252,-0.0267,-0.0216,0.9534,199.9294,0.0,9.1992,408.996,9.9663,0.9638,189.9631,12.3808
3028.38,2494.43,2209.6667,1586.6088,1.6782,100.0,89.7222,0.1213,1.4509,0.0015,-0.0004,0.9608,203.9867,0.0,10.7281,420.4184,9.8396,0.9696,194.1471,12.5718
3017.35,2580.25,2223.0444,1194.5986,1.2016,100.0,112.5811,0.1229,1.4036,-0.0014,0.0015,0.9719,203.3489,0.0,12.3068,428.6881,9.5071,0.975,193.8418,12.5039
3013.79,2480.71,2206.4,982.5452,1.1853,100.0,116.8167,0.1228,1.4226,-0.0076,0.0293,0.971,199.9776,0.0,9.0024,415.7012,9.7029,0.9727,190.2747,12.5204
3043.32,2494.82,2206.4,982.5452,1.1853,100.0,116.8167,0.1228,1.4454,0.0071,0.0073,0.9695,203.7539,0.0,13.7125,427.6214,9.8211,0.975,193.9328,12.5039
3093.31,2456.82,2207.9555,1283.4368,1.8467,100.0,95.4022,0.1216,1.4198,-0.0156,-0.0043,0.9657,202.1185,0.0,7.8171,405.6275,9.996,0.9675,192.1225,12.3858
